"","X359","X361","X363","X365","X367","X371","X373","X375","X379"
"g49867",1057,1455,1342,1393,879,1780,1262,1031,1795
"g31411",1280,1315,1776,1540,1325,1908,1334,782,1769
"g18056",223,218,309,244,219,287,202,160,260
"g23198",239,229,168,151,126,115,137,169,105
"g61157",1503,1264,1710,1080,1227,1017,775,1244,1083
"g9720",369,403,519,603,538,600,418,367,636
"g9721",1859,2139,3070,3444,2417,3822,3279,2274,4166
"g67875",81,69,92,102,108,168,111,42,139
"adi2mcaRNA19332_R0",951,761,1283,1243,1343,1496,1216,1186,1438
"g21681",2411,2931,2698,2514,1951,3299,2466,1729,3388
"g21683",731,717,1015,687,811,939,813,713,946
"g31109",210,177,359,178,170,73,72,144,134
"g58297",329,441,181,101,141,91,95,174,92
"g12155",743,602,941,398,566,435,374,623,404
"g26481",4178,3895,4866,3150,3897,2649,2138,3667,3222
"g30481",79,67,116,52,130,186,185,46,241
"g30482",17,15,37,35,44,94,59,14,61
"g57215",149,182,169,161,153,185,183,83,238
"g66649",3117,3592,5160,4357,4107,4024,2850,2483,4018
"adi2mcaRNA19555_R1",1584,1399,1432,707,1040,783,662,1161,822
"g60498",1027,949,1127,942,757,762,500,853,753
"g60499",347,343,407,284,296,206,203,290,225
"g39444",1907,1829,1939,1293,1535,1119,963,1625,1021
"g67110",5631,6984,8579,8000,9443,10396,7051,7421,10581
"g69843",74,80,111,93,104,113,94,76,152
"g69847",108,109,85,99,58,62,44,90,58
"g22631",72,43,238,245,383,546,586,80,539
"g52658",4547,4436,3313,2527,2903,2251,1881,2066,2342
"g41403",745,622,1155,924,954,809,677,477,881
"g33427",1152,587,1077,447,843,448,464,1011,516
"g33429",935,904,970,999,647,1135,770,592,1124
"adi2mcaRNA1712_R2",719,707,1089,619,798,522,358,688,536
"adi2mcaRNA1712_R1",889,756,1186,762,887,597,394,856,707
"g70491",389,365,500,403,574,505,376,242,496
"g11982",88,59,71,26,25,30,34,69,15
"g8609",1145,1192,1040,780,611,828,700,915,482
"g44704",938,884,1031,1114,704,1706,1556,354,1625
"g43951",35,32,114,137,127,298,399,38,437
"adi2mcaRNA9687_R0",77,107,121,126,135,155,81,48,210
"g55973",184,223,306,260,297,347,238,108,360
"g45079",4111,4181,5211,4300,4144,4794,3594,3444,4836
"adi2mcaRNA39313_R1",101,97,10,17,18,14,21,11,13
"g71023",300,269,289,191,175,324,371,133,440
"g35262",967,1086,1224,1406,1193,1850,1588,1040,2411
"g35261",7370,6116,7719,4764,6325,3619,2790,5315,4499
"g24163",609,582,644,498,530,499,340,568,399
"g42395",584,417,497,268,330,322,206,363,328
"g42394",505,402,682,668,765,971,525,555,989
"g42393",15757,17696,25771,28007,23142,24353,14592,13349,23629
"g43041",92,99,146,122,109,135,104,79,135
"g43046",550,471,580,517,534,781,569,394,750
"g43047",150,104,173,216,116,195,143,82,164
"g1761",2668,2067,3448,1766,2698,1475,1356,2788,1670
"g1763",1982,2153,2277,1943,1563,2365,1730,1537,2555
"g1765",1244,1376,1485,1138,1125,1494,1086,782,1650
"g30640",1206,1267,1885,1276,1757,1906,1458,1406,1758
"adi2mcaRNA19271_R1",342,358,704,543,554,538,322,319,626
"g64806",4090,4497,6450,6762,4513,7616,5854,4536,8068
"g71354",2247,2548,2309,2219,1877,3271,2177,1657,3056
"g2050",326,410,259,241,179,212,157,326,142
"g2055",75,68,166,153,165,102,94,81,147
"g2054",1002,1139,1651,1292,1376,1575,1130,1231,1573
"g58644",11780,13273,14642,12381,12075,16498,11408,9446,17354
"g58645",1109,868,1137,774,785,635,542,780,528
"g21494",822,739,1130,1243,923,1186,886,518,1428
"g21493",6808,7854,11525,10907,6503,11299,7997,5434,11398
"g12340",1393,1013,1256,923,911,890,646,1009,868
"g12347",686,691,761,540,463,544,276,550,460
"g27897",209,266,274,242,215,331,230,246,466
"g27895",84,152,135,137,161,209,136,116,214
"g27890",740,761,969,864,1041,1021,881,705,1194
"g60911",369,345,496,474,401,494,403,323,436
"g60916",777,682,1018,995,799,1279,1225,717,1320
"g3018",804,822,475,375,369,400,297,399,297
"g56978",1505,1742,1948,1435,1405,1222,941,1411,1205
"g56979",10286,10616,12660,9322,9622,8091,6331,8980,8000
"g53330",1428,1439,1323,867,1068,1701,1173,638,1926
"g53333",793,831,1083,976,842,899,882,661,1034
"g53336",1078,906,1256,953,1125,698,549,964,815
"g53668",128,101,140,107,93,61,44,112,64
"g45149",662,581,785,403,539,425,301,614,388
"adi2mcaRNA9523_R0",64,53,58,42,31,22,16,38,31
"g17706",236,285,241,226,204,405,294,200,486
"g11101",364,377,389,312,237,480,358,256,444
"g34004",8343,9049,9837,9722,9168,9894,8105,6784,10324
"g34001",1303,972,1412,1427,1314,1687,1111,654,1598
"g11104",3604,3676,4606,4383,3767,4612,4124,3801,4834
"g53875",229,204,240,187,102,308,257,159,335
"g58503",2187,2418,3733,3365,3574,4173,2993,2664,4637
"adi2mcaRNA39520_R2",548,555,444,338,374,202,157,432,254
"g54042",957,834,839,658,904,613,539,906,600
"g50752",1769,1922,1388,1113,1132,1025,832,1315,966
"g50750",2471,2631,3143,2848,3094,3172,2447,2224,3204
"adi2mcaRNA27139_R1",365,268,253,170,233,146,117,228,212
"g4520",1594,1671,1738,1173,1343,1189,962,1507,1072
"g32407",299,297,339,307,280,416,334,222,489
"g5398",369,261,353,241,268,164,144,361,190
"g21653",1288,1145,1603,1251,1224,1354,1089,893,1286
"g42211",381,324,300,273,263,489,376,243,484
"g42214",222,222,479,380,388,354,291,268,363
"g60240",116885,140706,203071,200304,150945,205897,131913,109189,197208
"g30102",27,30,47,30,25,5,9,53,19
"g22347",734,579,615,473,386,290,273,444,321
"g65080",919,825,1220,868,845,675,383,952,553
"g65558",807,678,836,576,726,1096,782,722,1090
"adi2mcaRNA16680_R0",2663,2391,2792,1888,2266,1599,1256,2221,1682
"g4149",416,381,567,499,409,481,427,267,573
"g29256",376,298,298,303,238,474,298,187,383
"g29254",508,376,700,290,475,250,207,503,168
"adi2mcaRNA25302_R6",35,29,51,35,29,11,8,33,8
"adi2mcaRNA1155_R0",340,265,327,425,330,386,305,191,384
"g46912",91,93,155,185,143,236,158,83,198
"g63649",1617,1633,2368,2015,1635,2506,1624,956,2349
"g56724",6286,6488,7083,4880,5500,4532,3413,5765,4410
"g17546",1351,1462,1880,2057,1474,2606,1978,1469,2515
"g3322",146,123,199,146,100,223,191,154,226
"g12064",1683,2103,2819,2313,2681,3208,2240,2235,2964
"g24224",1647,1682,1692,1193,1371,1006,873,1394,1208
"g24226",527,476,600,599,652,664,516,455,702
"adi2mcaRNA28539_R1",496,464,530,335,372,351,242,482,364
"g2577",44,27,63,39,39,9,10,31,10
"adi2mcaRNA307_R1",83,75,101,80,89,114,111,78,116
"g60898",1104,1066,1350,1285,1409,1506,1035,1091,1409
"g54458",50,39,230,273,169,229,141,25,394
"g5109",155,94,221,201,222,207,210,80,290
"g43507",486,449,455,353,241,262,189,359,271
"g46703",914,1013,1040,928,1037,1052,922,566,1167
"g53812",287,250,316,206,159,146,152,193,128
"g39681",1555,1320,1879,1536,1467,1861,1220,982,1787
"g39689",3377,3712,3932,3717,3092,4808,3309,2581,4913
"g18266",1171,1390,1469,1483,988,1754,1468,1182,1432
"g30303",613,627,883,582,757,805,581,495,992
"g30300",2916,2959,4906,4489,3522,4721,3382,2957,3825
"g15611",4374,4856,5706,5122,4208,5442,3985,3902,6349
"adi2mcaRNA11941_R0",4646,4122,4605,3290,3861,2931,2141,3834,3249
"g19012",22,17,26,8,10,41,84,7,30
"g13079",28,52,67,57,77,89,47,28,89
"g16593",2961,2950,2516,2367,1879,2092,1413,2081,1934
"g33650",992,1248,903,759,513,547,334,1167,444
"g33651",977,988,826,860,672,1108,1113,640,1234
"g37897",286,372,523,550,358,494,314,311,476
"g35971",4258,4248,5020,4695,5499,6545,4623,3858,6725
"g47153",8418,8132,8521,9017,7161,10916,9347,5804,13180
"g21609",1278,1111,1974,1017,1390,865,641,1344,952
"g25519",197,160,237,133,126,120,46,172,77
"g28000",1666,1504,1839,1801,2147,2779,1932,1673,2427
"g28002",207,240,267,148,270,286,209,132,354
"adi2mcaRNA10298_R0",9734,9882,8413,7449,8374,11352,8078,5344,11205
"g29355",952,707,968,569,450,364,339,577,581
"g66329",6291,7302,8480,7939,5890,8505,6477,6272,8708
"g22326",282,274,325,237,360,426,240,193,485
"g22325",151,179,237,180,183,194,208,142,287
"adi2mcaRNA20786_R0",300,330,360,346,405,430,331,268,394
"g10192",2733,2876,2280,1563,1862,1600,1354,1943,1343
"g10193",613,561,773,843,776,815,686,577,756
"g48838",1680,1996,2255,1786,2267,3271,1946,2158,2478
"g17355",706,723,820,596,522,535,352,690,580
"g54278",1202,1276,1317,1498,878,1769,1425,788,2134
"g2295",994,929,1007,998,520,1108,835,577,1354
"g13507",503,440,458,371,341,318,228,364,333
"g12453",117,95,183,129,104,160,105,94,178
"g53726",12833,11026,17358,15502,9071,9403,5686,14856,7794
"g4177",78,79,190,123,119,144,84,52,137
"g4178",318,380,407,378,230,448,324,227,464
"g1273",2100,2135,2616,2155,1904,1621,1171,2154,1614
"g1498",6745,6052,5538,3831,4212,3677,2654,4883,3551
"g47549",2097,1795,2164,2218,1251,2877,1931,1098,3257
"g52737",805,952,1011,639,728,483,420,830,553
"g28247",4681,5713,7523,7302,9328,9851,8558,6626,9535
"g28246",2652,2179,2518,1793,1697,1566,1305,1812,1577
"g28245",6154,6082,7958,7483,8930,10798,7508,7472,9046
"g29194",546,483,502,516,385,642,453,421,689
"g29195",479,473,618,590,393,691,491,262,719
"g29197",833,715,510,508,508,344,286,466,313
"g29198",5529,5725,7189,6825,7687,10088,7502,5788,10229
"g7894",783,755,918,540,586,503,434,619,480
"g7895",144,126,211,101,182,90,61,135,46
"g18798",595,644,673,613,478,649,585,473,845
"g15246",4570,5527,6440,5879,7135,9796,6707,5376,9369
"adi2mcaRNA5468_R0",1949,2153,2046,2221,1504,2346,2214,1502,2825
"g58768",788,802,760,536,532,1128,702,532,1991
"g18152",365,370,353,319,300,242,176,265,252
"g23303",5882,6473,8148,7704,9573,11664,8821,5563,11715
"g67354",5335,4986,5855,4939,5493,6242,4304,3912,5709
"g67357",134,173,256,287,169,344,147,141,321
"g35108",620,630,681,421,676,381,331,499,365
"g46584",458,652,816,719,483,874,495,525,908
"g30072",1146,1012,1032,668,759,792,601,875,660
"g35178",3776,3891,5097,4174,5014,5589,4209,4126,5506
"g32150",1028,1109,1138,850,916,1369,988,744,1153
"g32151",2589,2666,3412,2586,2738,2923,2693,2271,3447
"g25306",2490,2754,2621,2395,2149,1822,1331,1994,1604
"g25301",1545,1662,1795,1657,1609,2064,1608,1429,1796
"g25300",253,159,201,167,145,288,194,138,300
"g25303",1748,1734,1854,1777,1398,1225,1121,1748,1046
"g58020",68,69,114,24,60,32,18,61,27
"g60995",937,964,982,827,775,1171,787,718,1538
"g3099",300,338,286,242,215,427,329,139,599
"g3094",1363,1349,1948,2186,2314,2854,2653,1795,2847
"g27816",1622,1631,1796,1031,1348,1747,1283,843,2232
"g27815",102,65,74,75,52,119,86,22,229
"g55490",1059,960,1113,987,941,1147,917,860,1175
"g59631",815,817,166,167,177,109,62,157,122
"g9822",2484,2828,2167,1623,1638,1726,1177,1536,1439
"g9820",1076,909,1039,1422,1024,1629,1487,1016,1639
"adi2mcaRNA20514_R0",2384,2795,3021,2595,2268,3817,2952,1859,3806
"g39276",165,151,46,49,66,49,36,50,18
"g55063",747,665,847,536,604,389,380,618,544
"g58859",3175,3423,3833,4401,2784,4806,3253,2768,4821
"g22754",11297,10764,10593,7138,8004,6826,5648,8873,6378
"g69038",438,526,296,221,179,189,224,243,197
"adi2mcaRNA6247_R0",437,390,559,319,382,275,132,447,352
"g41213",646,603,824,595,645,404,243,552,376
"g41212",734,569,651,474,575,469,349,545,449
"g41215",912,932,1166,1217,743,1420,937,774,1193
"adi2mcaRNA13665_R0",4634,4406,6789,3878,4774,3364,2915,4819,3169
"adi2mcaRNA3566_R0",373,366,588,734,562,509,451,323,746
"g56251",1130,1038,1290,850,874,555,536,916,653
"g42290",794,676,633,533,570,470,441,651,516
"g43160",22,15,31,15,50,40,60,7,92
"g36810",605,292,946,244,417,136,172,513,167
"g36816",1971,2273,1827,1707,1620,1462,1043,1450,1517
"g41987",1408,1475,1967,1691,2062,2484,1646,1577,2257
"g34845",1093,938,899,625,704,621,447,629,537
"g37074",1208,1309,1595,1550,1662,1991,1301,1193,1831
"g28781",1301,1300,1384,1494,1030,1524,1245,1029,1748
"g44153",106,69,139,68,58,37,32,103,31
"g12281",2053,2548,2162,2248,1824,2875,2487,1330,2530
"g44554",256,220,311,276,219,310,282,180,267
"g28161",26,19,47,60,33,57,32,20,50
"g28164",374,812,791,582,649,1121,542,324,1399
"adi2mcaRNA21245_R0",1464,1311,1259,800,893,997,606,1191,863
"g67098",2937,2687,3100,1763,2284,1491,1224,2363,1810
"g33230",1850,1598,1973,1211,1448,1012,997,1369,1061
"g27202",163,154,180,237,163,178,206,113,237
"g27205",807,694,925,508,705,435,440,755,436
"g27208",454,376,679,649,613,552,368,310,763
"g8583",148,120,175,180,172,187,176,112,204
"adi2mcaRNA3258_R0",10839,10566,11279,10814,8506,12265,10641,9068,13648
"g44604",676,669,758,833,678,848,624,550,798
"g55986",5669,5144,6097,4128,4618,4230,3124,4478,3951
"adi2mcaRNA21597_R0",2751,2544,2466,1852,1876,1614,1245,2198,1342
"g62605",4394,4411,4867,3495,3884,3365,2434,3725,3364
"g3119",770,945,1053,1070,651,1520,1001,652,1528
"g4728",311,248,220,240,196,356,355,194,332
"g5456",447,299,430,342,344,224,147,295,250
"g5457",2660,2795,3785,4416,2494,3676,3364,2812,3849
"adi2mcaRNA5058_R4",124,125,180,122,152,220,119,88,143
"g2253",439,357,428,352,334,264,197,313,298
"g57324",1632,1573,1987,1817,1390,1105,755,1555,954
"g54984",600,568,814,883,863,941,872,634,1088
"adi2mcaRNA25403_R0",1824,1663,1908,1020,1110,868,838,1290,863
"g6370",601,488,577,642,455,721,619,453,749
"g6371",1717,1558,2420,2069,2209,2318,1950,1912,2517
"g54580",1016,1183,1514,1259,922,1703,1360,705,1488
"adi2mcaRNA12254_R0",337,183,254,316,239,327,293,156,353
"g54165",338,293,377,234,160,201,103,264,135
"g32294",313,224,274,353,232,362,265,136,422
"g41390",1913,1799,2069,1802,1674,2082,1497,1223,1972
"g41398",1130,889,1177,444,951,534,484,856,568
"g41399",587,645,558,377,348,398,236,498,208
"adi2mcaRNA22656_R2",1108,924,874,765,776,641,498,688,603
"g43827",491,569,575,635,395,698,663,296,769
"g67127",1486,1637,1709,1563,1198,1909,1334,999,2068
"g36991",256,253,264,242,191,154,81,217,171
"g1163",103,74,53,57,63,11,14,65,37
"g70853",552,546,696,502,629,665,549,430,726
"g28082",1449,1422,1704,1600,1392,2044,1535,1075,2102
"g28089",4615,4493,5339,2944,3763,2721,2461,3675,2852
"g46707",679,603,692,437,436,419,350,449,402
"g46705",990,1098,1211,726,885,844,561,895,658
"g67120",242,173,214,98,153,107,101,197,111
"g25484",3416,3645,4262,3610,3126,3971,3080,2978,4281
"g28623",395,351,381,194,255,218,134,269,263
"g70352",554,634,855,593,711,787,698,380,700
"g70353",849,1160,897,948,605,1346,1109,616,1634
"g20010",975,842,668,599,513,541,419,506,454
"g56838",258,200,334,194,182,131,101,176,143
"g37222",290,239,370,402,284,385,314,265,415
"g62346",678,622,633,531,562,432,419,582,380
"g10113",985,977,1249,1146,1199,1400,1088,1042,1289
"g23975",55,77,73,78,68,132,129,54,139
"g44012",914,824,1033,1212,1182,1221,1025,758,1259
"g36179",156,162,148,165,158,210,231,117,250
"g52086",1148,1235,1022,1344,638,1553,1299,700,1633
"g34561",396,388,419,298,407,235,233,395,195
"g41832",3296,3523,3519,3195,2789,3786,2999,2028,3884
"g51630",729,777,878,744,999,1283,840,770,1107
"g51631",1449,1735,2067,1847,2458,2485,1880,1844,2753
"g60238",441,639,872,678,859,1188,812,574,1008
"g60239",9571,10866,24296,22795,14682,18084,10686,9806,16782
"g60237",1102,1133,757,536,614,685,280,586,539
"g60233",417,333,403,212,309,255,164,319,225
"g60230",176,195,197,192,150,83,41,137,125
"g60231",896,969,1489,1439,1669,1887,1589,1192,2062
"g69513",1269,1082,1218,1578,919,1568,1235,726,2213
"g27419",223,170,295,245,306,271,227,182,249
"g7488",1240,1158,1263,1158,1123,1263,1019,787,1424
"g47574",561,657,722,666,736,951,731,495,1037
"adi2mcaRNA8975_R0",900,722,1290,1113,1409,1599,951,1126,1698
"g27807",1760,1625,2199,1000,1468,1053,967,1742,1193
"g5229",3408,3693,4747,4393,4580,6568,4313,3823,5724
"g5225",245,267,379,410,524,513,380,300,530
"g35196",181,157,132,136,125,112,86,199,95
"g1419",1134,1207,2451,2476,2154,2074,971,1001,1619
"g69499",1362,1203,1292,1290,971,1573,1290,733,1526
"g32877",1191,1207,1592,1223,1454,2055,1183,1224,1764
"g7816",218,170,285,212,178,297,268,168,284
"g69497",438,486,464,588,299,643,443,251,595
"g29116",502,431,570,279,387,333,221,401,309
"g29117",506,593,552,665,437,735,615,277,641
"g29113",304,336,334,226,296,214,144,321,207
"adi2mcaRNA31763_R1",107,77,41,44,43,34,34,53,33
"g32315",382,326,783,630,596,572,458,354,739
"g32313",7366,6653,6898,5372,4645,5381,3627,6108,5131
"g67932",3347,3302,3052,2257,2771,2630,1740,2500,1909
"adi2mcaRNA24510_R0",3132,3056,3000,2352,2595,2029,1615,2932,1908
"g20310",141,208,77,49,99,49,30,45,38
"g12741",339,351,346,211,226,242,200,306,178
"g15006",132,56,84,24,33,26,25,41,28
"g46914",17,17,14,9,18,57,63,12,108
"adi2mcaRNA31290_R1",457,318,354,240,187,200,146,403,134
"adi2mcaRNA31290_R2",440,370,531,246,221,237,230,358,189
"g65426",201,202,150,68,99,92,78,154,107
"g50840",337,359,513,444,400,442,399,278,469
"g53431",240,263,224,174,161,156,101,176,113
"g63272",157,168,164,181,82,206,193,81,207
"g60581",427,317,372,507,234,562,468,259,609
"adi2mcaRNA19993_R0",2916,2090,2849,1595,1934,1625,874,1756,1699
"adi2mcaRNA30750_R0",1602,1676,1894,1700,1692,2056,1641,1352,2210
"g60688",1754,1683,2192,2080,1563,3103,2564,1829,3113
"g60687",297,310,470,444,301,448,346,228,396
"g60684",871,841,1107,901,1099,1106,814,794,1175
"g31197",455,587,630,724,605,1052,877,474,1214
"g52209",3491,3046,2735,1728,2138,1783,1433,1698,2132
"adi2mcaRNA9787_R0",1543,1636,2148,1933,2026,2945,2155,1505,1983
"g59526",1077,1089,1022,828,805,557,547,861,705
"adi2mcaRNA40326_R0",186,187,164,150,126,86,67,190,131
"g31198",1061,1034,1386,1287,1194,1558,1276,894,1583
"g17164",1140,951,995,846,751,622,591,789,766
"g69301",64,64,135,95,105,108,68,50,116
"g16418",733,749,1080,780,961,1356,807,733,1250
"g16417",287,230,297,228,193,383,251,129,263
"g8639",308,338,240,214,228,202,150,250,138
"g7698",752,635,849,526,667,461,401,797,483
"g7696",536,548,549,425,441,399,308,579,440
"g7697",329,309,421,271,277,229,161,376,248
"g7690",336,320,523,373,420,504,338,334,636
"g16450",429,521,821,683,676,874,605,528,708
"adi2mcaRNA19271_R2",222,262,478,361,346,329,211,197,398
"g68898",1656,1541,1778,1086,1406,1127,946,1279,936
"g68896",1036,992,1352,1351,1373,1774,1594,1033,1719
"g68895",105,113,120,270,179,211,248,145,169
"adi2mcaRNA7590_R4",166,144,234,233,121,308,232,106,236
"adi2mcaRNA9615_R2",233,274,443,382,218,168,99,416,109
"g49629",2720,2984,2871,2510,2223,3356,2218,1700,3229
"g49623",62,28,65,20,55,17,16,41,12
"adi2mcaRNA36829_R1",549,590,715,838,650,1350,875,655,1209
"g1336",1970,2433,3004,2838,3765,3975,3071,2736,3871
"adi2mcaRNA2379_R1",884,1052,1268,1025,1244,1471,1025,1068,1509
"g52475",166,167,165,176,178,257,164,123,239
"g41905",21095,21495,23462,17829,18831,17139,12498,17042,16934
"g1594",2023,2015,2135,1362,1587,1339,1100,1459,1226
"g212",355,326,350,277,182,202,154,268,191
"g32939",378,369,483,316,299,249,198,340,256
"g32934",216,159,272,206,220,241,168,134,268
"g32932",6117,6364,5439,4495,4134,4245,3419,4171,4163
"g28479",3393,3143,3962,2739,3112,2518,1775,2796,2626
"g40355",157,205,306,206,241,234,217,187,281
"g40354",62,60,82,58,63,98,91,38,83
"g38682",441,458,257,251,219,229,160,229,183
"g18743",388,292,432,418,357,574,277,276,407
"adi2mcaRNA19756_R0",243,303,443,331,402,505,197,153,476
"g50546",1665,1696,2048,1665,2038,2461,1906,1548,2013
"adi2mcaRNA9486_R1",1261,1062,1104,828,859,880,689,972,748
"adi2mcaRNA21139_R7",42,58,36,43,21,23,15,45,21
"adi2mcaRNA21139_R2",97,92,90,87,51,51,27,91,59
"g27919",957,1145,1172,1140,701,1348,1042,795,1301
"g16610",1032,1012,920,600,599,726,470,650,628
"adi2mcaRNA9128_R1",346,338,454,387,316,447,304,252,460
"g30578",695,670,688,499,507,749,762,516,725
"g63074",2951,3187,4657,4697,3650,5492,3867,2081,6573
"g60523",470,410,539,185,322,169,170,331,231
"g36739",457,491,620,550,463,677,653,284,960
"g58956",358,289,384,233,306,228,182,326,224
"adi2mcaRNA39700_R0",631,711,746,690,579,849,844,480,997
"g4465",4006,4079,4304,3124,3291,2404,2013,3614,2470
"g61693",2858,2492,3113,2123,2501,1840,1393,2057,1745
"g61692",11398,12968,16159,13585,13792,18633,11428,11574,18833
"g61691",303,185,319,158,214,112,119,262,136
"g20679",509,675,628,571,510,760,572,464,818
"g25219",541,541,519,333,369,341,246,417,370
"adi2mcaRNA29236_R0",1241,1064,1725,1339,1681,1834,1241,1194,1663
"g3410",44,46,91,73,71,103,44,23,102
"g67398",4456,5007,7345,6141,5546,5982,4246,3823,6276
"adi2mcaRNA10809_R0",3805,3919,3923,4570,2261,5533,4058,2217,5962
"g42660",7009,6649,9979,6845,7134,4943,3981,6239,5703
"g36917",1373,1351,1380,1552,998,1780,1416,815,1638
"g36913",518,482,620,472,555,674,539,436,842
"g33989",781,807,1072,909,832,1198,769,773,1119
"g43209",139,106,167,113,97,82,46,112,73
"g34402",98,112,245,170,332,668,754,139,840
"g34404",3078,2953,3600,2857,2922,2100,1639,2858,2124
"g47435",1074,1096,1075,975,1018,1227,951,779,1334
"g33976",6427,6686,6593,5650,5261,5001,3591,5250,4728
"g63089",236,289,293,167,191,151,124,215,148
"g32767",1912,1938,2555,1359,1919,1335,1185,1885,1256
"g24915",2318,2812,2278,1345,1644,1139,944,1261,1216
"g29570",375,327,453,301,332,262,173,395,247
"g22549",139,146,234,235,190,250,218,89,280
"g22540",1002,1001,1142,1151,1107,1262,1085,654,1496
"g22546",64,81,94,105,77,140,113,88,171
"g66570",2729,2499,2493,2686,2180,3041,2293,1574,3195
"g6857",1264,1077,1322,1045,1029,813,668,1114,793
